Time,Temperature,Humidity,Vbat
1707132723,18.3,50.02,2887
1707134524,18,48.86,2879
1707136325,17.99,49.2,2864
1707138126,18.49,49.57,2850
1707139927,19.63,50.17,2836
1707141729,19.85,53.5,2838
1707143530,19.86,56.98,2861
1707145331,19.83,55.83,2886
1707147132,19.86,54.91,2907
1707148933,19.91,54.4,2921
1707150729,19.98,56.04,2923
1707152535,20.36,57.25,2903
1707154336,20.56,57.78,2896
1707156138,20.56,57.65,2894
1707157939,20.71,57.98,2892
1707159740,20.82,58.55,2897
1707161195,20.86,58.88,2880
1707162996,21.01,57.93,2857
1707164798,21.23,57.79,2843
1707166599,21.22,58.09,2846
1707168400,21.21,59.03,2869
1707170201,21.12,59.24,2893
1707172002,21.08,59.64,2901
1707173803,19.28,49.82,2886
1707175604,20.21,56.59,2879
1707177405,20.83,60.08,2872
1707179206,20.64,62.78,2871
1707181007,20.41,64.63,2883
1707182809,20.12,65.73,2889
1707184610,19.95,66.96,2887
1707186411,19.81,68.02,2882
1707188212,19.8,68.55,2867
1707190013,19.84,69.25,2855
1707191814,19.8,69.8,2848
1707193616,19.73,70.28,2842
1707195417,19.67,70.26,2845
1707197218,19.62,70.3,2847
1707199019,19.56,70.41,2847
1707200820,19.8,70.34,2848
1707202616,20.22,69.7,2855
1707204422,20.12,69.2,2866
1707206223,19.78,68.24,2879
1707208024,19.2,60.14,2885
1707209826,19.13,53.2,2875
1707211627,19.77,52.47,2868
1707213428,20.52,53.83,2857
1707215229,20.61,55.36,2850
1707217030,20.59,56.59,2857
1707218831,20.6,57.34,2862
1707220632,20.62,57.95,2865
1707222433,20.85,56.75,2869
1707224234,20.15,49.16,2872
1707226036,20.09,45.01,2879
1707227832,20,43.38,2873
1707229633,19.66,43.55,2873
1707231434,19.76,42.62,2878
1707233138,20.35,43.57,2872
1707234944,21.08,45.63,2869
1707236746,21.07,47.05,2865
1707238547,21.04,49.3,2857
1707240348,21.31,53.36,2852
1707242149,20.97,53.68,2859
1707243950,20.3,49.69,2863
1707245751,20.03,46.92,2860
1707247547,19.77,45.21,2856
1707249353,19.51,44.16,2848
1707251154,19.83,44.22,2839
1707252956,20.79,45.86,2839
1707254757,20.92,47.38,2851
1707256558,20.7,48.57,2858
1707258359,20.55,49.8,2860
1707260160,20.56,52.14,2857
1707261961,20.57,53.66,2839
1707263763,20.67,55.16,2826
1707265564,20.95,55.75,2817
1707267365,20.9,55.61,2803
1707269166,20.89,53.83,2817
1707270967,20.73,55.02,2841
1707272768,20.65,56.87,2855
1707274569,20.46,58.07,2875
1707276370,20.25,59.04,2882
1707278171,20.16,60.02,2872
1707279973,20.18,60.69,2870
1707281769,20.15,61.28,2872
1707283570,20.09,62.1,2874
1707285371,20.04,62.63,2874
1707287177,20.12,62.88,2873
1707288978,20.17,63,2873
1707290779,20.11,63.49,2873
1707292575,20.06,63.76,2873
1707294382,20.03,64.23,2873
1707296183,20.06,64.78,2873
1707297984,20.04,65.04,2873
1707299785,19.95,65.3,2873
1707301586,19.86,65.77,2873
1707303387,19.86,66.2,2873
1707305188,19.99,66.5,2873
1707306989,19.99,66.7,2874
1707308791,20.05,66.95,2873
1707310587,20.21,65.55,2878
1707312393,20.49,61.6,2882
1707314194,20.53,58.66,2883
1707315990,20.93,58.76,2879
1707317796,21.06,59.11,2874
1707319597,20.75,58.71,2876
1707321399,20.09,51.55,2868
1707323200,20.03,45.95,2867
1707325001,20.01,44.15,2866
1707326802,19.89,43.72,2849
1707328603,20.27,46.65,2828
1707330404,20.84,48.42,2820
1707332205,21.38,49.41,2818
1707334007,21.56,50.42,2817
1707335803,21.59,51.26,2824
1707337609,21.55,52.05,2817
1707339410,21.42,52.9,2805
1707341211,21.37,53.54,2804
1707343012,21.33,53.77,2799
1707344813,21,53.13,2814
1707346609,20.77,52.87,2823
1707348415,20.67,52.81,2827
1707350217,21.11,53.82,2840
1707352018,21.31,55.5,2848
1707353819,21.51,57.39,2854
1707355620,21.52,57.63,2858
1707357416,21.51,58.29,2869
1707359222,21.59,59.5,2864
1707361023,21.35,60.59,2860
1707362824,21.01,61.51,2864
1707364625,20.73,61.88,2848
1707366422,20.61,63.1,2841
1707368228,20.57,63.58,2833
1707370029,20.56,64.31,2813
1707371830,20.55,64.94,2801
1707373631,20.57,65.46,2792
1707375432,20.59,65.83,2790
1707377233,20.56,66,2796
1707379034,20.52,65.98,2804
1707380836,20.51,66.32,2809
1707382637,20.52,66.59,2813
1707384438,20.53,65.9,2816
1707386239,19.8,58.17,2818
1707388040,18.67,53.82,2826
1707389841,19.61,54.81,2835
1707391637,20.59,54.73,2849
1707393443,20.61,55.24,2856
1707395244,20.4,55.87,2857
1707397046,20.13,56.34,2855
1707398847,19.99,56.59,2856
1707400648,19.84,56.75,2857
1707402449,19.76,56.74,2853
1707404250,19.73,56.75,2846
1707406051,19.87,56.53,2831
1707407852,19.85,56.51,2817
1707409654,19.76,56.57,2808
1707411455,19.71,55.57,2810
1707413256,20.68,54.72,2816
1707415057,21.35,54.35,2823
1707416858,21.54,54.32,2833
1707418659,21.57,54.58,2844
1707420460,21.6,55.65,2854
1707422261,21.64,56.44,2854
1707424062,21.68,57,2857
1707425864,21.61,57.07,2846
1707427665,21.69,58.44,2828
1707429466,21.79,59.69,2831
1707431262,21.31,55.02,2824
1707433068,21.89,56.59,2823
1707434869,22.16,57.68,2836
1707436670,22.29,58.14,2844
1707438471,22,57.49,2854
1707440272,21.53,54.62,2862
1707442074,21.67,56.6,2866
1707443875,21.56,59.25,2853
1707445671,21.4,61.14,2839
1707447477,21.16,61.96,2824
1707449278,21.04,62.91,2816
1707451079,20.97,64.62,2829
1707452880,20.98,65.95,2837
1707454676,21.02,67.37,2850
1707456482,20.99,67.65,2860
1707458284,20.88,67.56,2858
1707460085,20.84,67.82,2858
1707461886,20.87,68.37,2858
1707463682,20.88,68.99,2858
1707465488,20.82,69.21,2858
1707467284,20.74,69.37,2858
1707469090,20.73,69.14,2858
1707470891,20.61,68.43,2859
1707472693,20.5,68.21,2858
1707474494,20.43,68.11,2857
1707476295,20.37,68.27,2855
1707478091,20.38,68.28,2852
1707479897,20.54,68.88,2849
1707481698,20.55,69.05,2847
1707483499,20.56,69.19,2846
1707485300,20.57,69.55,2846
1707487102,20.6,70.28,2846
1707488903,20.43,66.19,2849
1707490704,20.11,59.04,2855
1707492505,20.17,55.46,2869
1707494306,20.15,54.16,2878
1707496107,20.17,52.82,2879
1707497908,20.17,53.19,2890
1707499709,20.18,53.05,2891
1707501511,20.12,52.57,2885
1707503312,20.05,51.63,2887
1707505113,20.9,51.89,2880
1707506914,21.65,53.43,2868
1707508715,21.66,54.07,2863
1707510516,21.47,54.68,2849
1707512317,21.7,56.51,2823
1707514118,21.92,58.66,2819
1707515920,22,59.16,2820
1707517716,22.03,59.49,2818
1707519522,21.38,55.68,2821
1707521323,21.91,57.16,2813
1707523124,22.22,57.85,2796
1707524925,21.53,53.99,2802
1707526726,21,53.88,2822
1707528527,21.56,56.58,2844
1707530329,21.6,58.67,2853
1707532130,21.5,60.32,2860
1707533931,21.29,61.62,2861
1707535732,21.18,63.28,2860
1707537533,21.13,64.1,2869
1707539329,21.09,65.35,2870
1707541135,21.05,65.81,2870
1707542936,20.89,66.1,2866
1707544738,20.78,67.1,2852
1707546539,20.8,68.45,2830
1707548340,20.82,68.44,2808
1707550141,20.79,68.45,2788
1707551942,20.71,68.56,2779
1707553743,20.66,68.86,2780
1707555544,20.5,66.67,2784
1707557341,20.51,59.76,2785
1707559147,21.19,60.47,2799
1707560948,21.1,60.52,2829
1707562749,20.86,59.82,2859
1707564550,20.13,55.61,2881
1707566351,20.2,55.93,2897
1707568152,20.93,55.6,2897
1707569953,21.07,55.82,2890
1707571754,20.9,56.17,2890
1707573551,20.66,56.35,2892
1707575357,20.47,56.56,2888
1707577158,20.33,56.45,2890
1707578959,20.16,56.47,2887
1707580760,20.1,56.44,2884
1707582556,20.25,56.15,2885
1707584362,20.24,56.08,2884
1707586164,20.11,56.18,2885
1707587965,20.07,56.02,2885
1707589766,20.01,55.93,2877
1707591567,19.94,55.84,2852
1707593368,19.88,55.8,2827
1707595169,19.84,55.75,2802
1707596970,19.8,55.69,2790
1707598771,19.76,55.64,2799
1707600568,19.73,55.59,2800
1707602374,19.68,55.56,2810
1707604175,19.64,55.48,2810
1707605976,19.62,55.47,2798
1707607777,19.63,55.45,2789
1707609578,19.64,55.43,2777
1707611379,19.55,54.93,2773
1707613180,19.9,52.77,2792
1707614982,19.66,50.47,2814
1707616783,19.49,48.99,2825
1707618584,19.22,47.95,2828
1707620385,19.11,46.56,2830
1707622186,19.04,46.18,2818
1707623982,19.03,45.26,2812
1707625788,19.01,44.88,2820
1707627589,18.95,44.46,2814
1707629385,18.92,44.04,2799
1707631192,18.86,43.56,2821
1707632993,18.8,43.48,2840
1707634794,18.5,43.85,2840
1707636595,18.54,43.17,2851
1707638396,18.81,42.5,2846
1707640197,19,42.37,2834
1707641998,20.16,43.53,2815
1707643794,20.91,44.82,2818
1707645600,21.03,46.04,2817
1707647397,21.04,47.19,2821
1707649203,21.03,48.05,2846
1707651004,21.03,48.77,2865
1707652805,21.05,49.53,2876
1707654606,21.06,49.95,2871
1707656407,21.09,50.29,2853
1707658208,21.13,50.62,2848
1707660010,21.14,50.97,2841
1707661811,21.28,51.09,2835
1707663612,21.34,51.39,2832
1707665413,21.36,51.72,2815
1707667214,21.36,51.46,2806
1707669010,21.37,51.47,2819
1707670811,21.34,51.59,2838
1707672618,21.32,51.8,2862
1707674419,21.33,51.76,2882
1707676215,21.36,51.65,2883
1707678021,21.4,51.68,2871
1707679822,21.4,51.76,2863
1707681623,21.27,51.9,2857
1707683424,21.03,49.01,2853
1707685225,21.53,44.25,2858
1707687022,21.47,42.28,2859
1707688828,21.29,41.21,2859
1707690629,21.43,40.06,2862
1707692430,21.36,39.79,2862
1707694226,21.91,41.33,2864
1707696032,22.65,43.69,2850
1707697833,23.07,44.81,2839
1707699629,23.19,45.38,2826
1707701436,23.09,47.67,2800
1707703237,22.52,45.37,2808
1707705038,21.42,42.99,2815
1707706839,20.92,42.26,2808
1707708640,20.68,41.85,2825
1707710441,20.47,41.58,2830
1707712242,20.27,41.72,2819
1707714043,20.12,41.53,2825
1707715840,20.04,41.44,2812
1707717646,19.76,42.35,2804
1707719447,19.75,41.77,2818
1707721248,19.92,41.32,2830
1707723049,19.86,41.5,2856
1707724850,19.81,41.42,2876
1707726651,19.74,41.36,2882
1707728452,19.7,41.63,2864
1707730249,19.67,41.6,2846
1707732055,19.63,41.21,2828
1707733856,19.63,41.25,2813
1707735657,19.59,41.1,2801
1707737458,19.58,41.09,2792
1707739259,19.55,41.1,2788
1707741060,19.53,41.41,2794
1707742861,19.48,41.65,2796
1707744662,19.49,41.09,2806
1707746464,19.26,41.49,2804
1707748265,19.51,41.81,2809
1707750066,20.23,42.82,2816
1707751862,20.88,46.29,2818
1707753663,20.7,45.38,2829
1707755469,20.57,45.15,2829
1707757270,20.23,42.22,2822
1707759071,20.17,38.25,2822
1707760872,20.03,36.89,2819
1707762674,19.98,36.6,2819
1707764470,19.96,36.3,2819
1707766276,19.97,36.74,2814
1707768077,20.78,39.7,2817
1707769873,21.41,42.55,2802
1707771679,21.65,44.17,2788
1707773480,21.74,45.45,2792
1707775281,21.78,46.63,2791
1707777083,21.82,47.54,2788
1707778884,21.75,48.37,2797
1707780685,21.81,49.42,2798
1707782486,21.8,50.29,2803
1707784282,21.11,48.17,2826
1707786088,20.52,43.75,2832
1707787889,20.31,42.01,2824
1707789690,20.16,41.32,2823
1707791487,20.11,40.88,2815
1707793293,20.08,40.21,2809
1707795094,20.03,39.86,2814
1707796895,19.98,39.75,2815
1707798696,19.9,39.37,2817
1707800497,19.82,39.38,2819
1707802298,19.69,39.43,2824
1707804099,19.44,40.15,2828
1707805901,19.24,40.77,2826
1707807702,19.67,40.07,2821
1707809503,20.18,40.21,2820
1707811304,19.84,38.51,2821
1707813105,20.06,39.51,2799
1707814906,20.74,41.16,2803
1707816707,20.98,42.43,2794
1707818508,21,43.38,2787
1707820309,21,44.21,2799
1707822110,21.03,44.86,2802
1707823912,21.07,45.31,2790
1707825713,21.12,45.75,2791
1707827514,21.65,45.82,2792
1707829315,22.03,45.74,2781
1707831116,22.03,45.65,2797
1707832917,21.8,46.25,2817
1707834718,21.67,46.71,2825
1707836520,21.6,47.09,2842
1707838316,21.58,47.42,2850
1707840122,21.47,47.5,2849
1707841918,21.14,47.1,2842
1707843724,21.06,47.02,2828
1707845525,21.45,48.02,2826
1707847326,21.66,48.89,2819
1707849127,21.78,49.73,2810
1707850929,21.72,50.21,2801
1707852730,21.56,50.86,2789
1707854531,21.6,51.65,2779
1707856332,21.79,52.27,2774
1707858133,21.83,52.82,2788
1707859934,21.68,52.34,2791
1707861735,21.33,51.58,2791
1707863531,21.46,52.04,2793
1707865337,21.74,52.92,2780
1707867138,21.86,53.65,2780
1707868935,21.95,54,2792
1707870741,21.66,53.09,2802
1707872542,21.27,54.27,2820
1707874338,21.09,56.14,2830
1707876144,20.94,57.39,2819
1707877945,20.77,57.91,2812
1707879746,20.64,58.46,2807
1707881547,20.6,59.38,2792
1707883344,20.61,60.14,2796
1707885150,20.6,61.32,2798
1707886951,20.57,61.71,2796
1707888752,20.56,61.84,2802
1707890553,20.56,61.99,2806
1707892354,20.51,62.05,2806
1707894155,20.45,62.17,2805
1707895957,20.34,62.26,2805
1707897753,20.26,62.51,2805
1707899559,20.13,62.58,2804
1707901360,20.13,62.74,2806
1707903161,20.06,60.87,2807
1707904962,19.34,51.39,2801
1707906763,19.12,48.27,2795
1707908560,19.07,47.29,2786
1707910361,19.92,48.51,2779
1707912162,20.61,50.44,2791
1707913968,20.68,50.19,2812
1707915764,20.17,44.98,2831
1707917570,20.07,42.08,2850
1707919371,20.3,41.22,2857
1707921172,20.56,43.47,2858
1707922969,20.57,44.76,2862
1707924775,20.69,46.61,2866
1707926576,20.21,44.2,2868
1707928377,19.93,42.04,2856
1707930178,19.94,42.21,2851
1707931974,19.73,42.62,2836
1707933780,20.32,43.25,2820
1707935576,20.73,46.05,2813
1707937383,21.2,49.47,2806
1707939179,21.46,48.94,2809
1707940985,21.02,49.96,2821
1707942786,20.84,50.92,2828
1707944587,20.71,51.43,2820
1707946388,20.63,51.48,2816
1707948189,20.6,51.34,2803
1707949990,20.74,52.01,2811
1707951791,21.16,54.59,2834
1707953593,21.11,52.34,2851
1707955394,20.73,49.73,2862
1707957195,20.66,51.03,2865
1707958996,20.56,53.54,2838
1707960797,20.51,55.96,2805
1707962598,20.41,57.61,2782
1707964399,20.26,58.64,2762
1707966200,20.25,60.05,2764
1707968002,20.23,60.96,2779
1707969803,20.24,62.88,2793
1707971604,20.26,64.3,2803
1707973405,20.19,64.89,2804
1707975206,20.11,64.81,2802
1707977007,20.09,64.76,2801
1707978808,20.04,64.68,2799
1707980605,19.94,64.94,2799
1707982411,19.92,65.09,2798
1707984212,19.86,64.99,2798
1707986013,19.76,65.1,2798
1707987809,19.75,65.34,2797
1707989615,19.71,63.62,2796
1707991416,18.6,51.92,2794
1707993217,17.3,47.52,2801
1707995018,17.15,48.09,2800
1707996820,18.02,51.91,2797
1707998621,19.08,54.08,2793
1708000422,20.05,54.81,2779
1708002223,20.58,55.46,2777
1708004024,20.87,56.06,2778
1708005825,20.79,52.45,2796
1708007626,20.15,46.15,2811
1708009428,20.11,44.19,2828
1708011224,20.01,43.44,2837
1708013030,19.85,42.97,2834
1708014831,19.95,42.76,2829
1708016632,20.8,45.39,2822
1708018433,21.09,46.75,2809
1708020234,21.18,47.65,2807
1708022036,21.28,48.72,2807
1708023837,21.2,49.64,2804
1708025633,20.57,50.03,2809
1708027439,20.19,50.28,2808
1708029240,19.98,50.51,2798
1708031041,19.78,50.58,2788
1708032842,19.61,50.63,2792
1708034644,19.52,50.68,2799
1708036445,19.4,50.75,2806
1708038246,19.28,50.87,2819
1708040047,19.18,50.97,2815
1708041848,19.09,51.06,2801
1708043649,19.04,51.14,2793
1708045445,18.98,51.19,2780
1708047252,18.91,51.22,2777
1708049053,18.86,51.27,2795
1708050854,18.81,51.31,2793
1708052655,18.76,51.35,2781
1708054456,18.69,51.39,2773
1708056257,18.63,51.43,2755
1708058058,18.59,51.46,2757
1708059860,18.56,51.48,2768
1708061661,18.55,51.52,2787
1708063462,18.52,51.56,2786
1708065263,18.48,51.6,2771
1708067064,18.44,51.62,2761
1708068865,18.43,51.62,2749
1708070666,18.4,51.57,2739
1708072467,18.36,51.52,2745
1708074269,18.33,51.49,2742
1708076070,18.29,51.49,2742
1708077871,18.27,51.48,2744
1708079672,18.26,51.48,2739
1708081473,18.24,51.46,2744
1708083274,18.23,51.45,2748
1708085075,18.22,51.45,2746
1708086877,18.23,51.43,2743
1708088673,18.24,51.41,2742
1708090479,18.25,51.4,2740
1708092280,18.25,51.39,2735
1708094081,18.25,51.4,2739
1708095882,18.24,51.42,2740
1708097683,18.24,51.44,2740
1708099484,18.23,51.47,2743
1708101285,18.4,52.77,2746
1708103087,18.77,54.67,2746
1708104888,18.55,53.88,2755
1708106689,18.46,53.52,2763
1708108490,18.39,53.3,2771
1708110291,18.35,53.16,2784
1708112092,18.32,53.06,2788
1708113893,18.3,53,2789
1708115694,18.29,52.95,2790
1708117496,18.28,52.9,2791
1708119292,18.27,52.88,2794
1708121098,18.26,52.86,2798
1708122899,18.25,52.84,2802
1708124700,18.25,52.83,2806
1708126501,18.23,52.84,2809
1708128297,18.23,52.84,2810
1708130104,18.22,52.84,2811
1708131900,18.22,52.84,2811
1708133706,18.21,52.84,2811
1708135507,18.2,52.85,2811
1708137308,18.2,52.87,2811
1708139109,18.2,52.86,2812
1708140910,18.19,52.86,2812
1708142711,18.18,52.87,2813
1708144512,18.18,52.88,2813
1708146314,18.17,52.89,2812
1708148115,18.16,52.9,2811
1708149916,18.15,52.91,2808
1708151712,18.14,52.92,2805
1708153518,18.13,52.93,2803
1708155319,18.12,52.94,2801
1708157120,18.11,52.95,2799
1708158921,18.11,52.96,2796
1708160722,18.1,52.98,2783
1708162524,18.1,52.98,2761
1708164325,18.09,53,2746
1708166126,18.09,53.02,2740
1708167927,18.08,53.05,2747
1708169728,18.09,53.08,2771
1708171529,18.08,53.1,2792
1708173325,18.08,53.13,2806
1708175131,18.07,53.18,2814
1708176933,18.06,53.2,2817
1708178734,18.05,53.21,2809
1708180535,18.05,53.21,2802
1708182331,18.06,53.21,2796
1708184132,18.06,53.22,2790
1708185938,18.05,53.23,2791
1708187739,18.05,53.25,2792
1708189540,18.05,53.25,2793
1708191341,18.04,53.27,2792
1708193143,18.04,53.29,2788
1708194939,18.03,53.29,2784
1708196745,18.02,53.3,2784
1708198546,18,53.31,2785
1708200347,17.98,53.32,2786
1708202148,17.97,53.33,2789
1708203944,17.95,53.34,2794
1708205750,17.95,53.32,2798
1708207546,17.96,53.31,2803
1708209353,17.94,53.32,2808
1708211154,17.93,53.32,2802
1708212955,17.92,53.33,2798
1708214756,17.91,53.33,2795
1708216557,17.88,53.34,2794
1708218358,17.86,53.35,2802
1708220159,17.85,53.34,2809
1708221960,17.85,53.33,2813
1708223762,17.84,53.34,2820
1708225558,17.83,53.33,2817
1708227364,17.81,53.33,2813
1708229165,17.8,53.33,2809
1708230961,17.78,53.32,2804
1708232767,17.77,53.31,2799
1708234568,17.75,53.3,2803
1708236369,17.73,53.3,2802
1708238171,17.71,53.29,2803
1708239972,17.69,53.29,2808
1708241773,17.67,53.28,2812
1708243569,17.64,53.28,2816
1708245375,17.62,53.28,2816
1708247176,17.6,53.26,2809
1708248977,17.59,53.26,2799
1708250779,17.57,53.27,2795
1708252580,17.56,53.27,2794
1708254381,17.56,53.25,2800
1708256182,17.56,53.24,2809
1708257978,17.55,53.25,2816
1708259784,17.55,53.24,2822
1708261585,17.55,53.23,2827
1708263386,17.56,53.21,2830
1708265188,17.56,53.17,2832
1708266989,17.57,53.15,2833
1708268790,17.57,53.12,2834
1708270591,17.57,53.08,2834
1708272392,17.57,53.06,2834
1708274193,17.57,53.06,2834
1708275989,17.58,53.05,2834
1708277795,17.57,53.04,2835
1708279597,17.57,53.05,2835
1708281398,17.57,53.1,2835
1708283194,17.56,53.14,2836
1708285000,17.56,53.15,2836
1708286796,17.56,53.16,2836
1708288602,17.55,53.18,2836
1708290403,17.55,53.19,2836
1708292204,17.56,53.18,2836
1708294005,17.53,53.14,2836
1708295806,17.66,55.06,2834
1708297608,18.21,56.53,2825
1708299409,18.11,55.07,2810
1708301210,18.27,55.66,2799
1708303011,18.61,57.83,2790
1708304812,19.3,61.2,2781
1708306613,18.78,59.21,2794
1708308414,18.33,58,2795
1708310210,18.04,56.99,2792
1708312017,17.86,57.36,2802
1708313818,17.85,58.14,2805
1708315619,17.91,57.25,2812
1708317420,17.88,57.09,2825
1708319216,17.79,56.88,2829
1708321022,17.79,56.5,2825
1708322823,17.71,56.54,2820
1708324624,17.59,56.4,2810
1708326426,17.56,56.86,2805
1708328227,17.6,57.69,2791
1708330028,18.46,60.09,2781
1708331829,18.28,60.6,2783
1708333630,17.91,59.58,2784
1708335431,17.75,58.89,2800
1708337232,17.64,58.4,2814
1708339034,17.6,58.04,2819
1708340835,17.57,57.74,2821
1708342636,17.82,58.47,2818
1708344437,18.02,58.71,2818
1708346238,18.12,58.91,2820
1708348039,18.08,58.37,2826
1708349840,18.31,59.74,2830
1708351641,18.63,61.24,2835
1708353437,18.57,59.47,2846
1708355244,18.53,58.1,2852
1708357045,18.5,56.87,2858
1708358846,18.38,55.91,2866
1708360642,18.48,55.65,2866
1708362448,19.17,57.36,2859
1708364249,19.5,58.13,2846
1708366050,19.73,58.63,2828
1708367852,20.02,59.12,2805
1708369653,20.21,59.07,2796
1708371454,20.84,58.09,2788
1708373250,20.87,51.7,2778
1708375056,21.02,51.15,2777
1708376857,21.23,53.73,2777
1708378658,21.25,55.29,2774
1708380460,21.19,55.95,2780
1708382261,20.89,55.06,2778
1708384062,20.72,55.83,2771
1708385858,21.04,57.21,2773
1708387659,21.12,58.25,2768
1708389465,21.09,59.38,2775
1708391266,20.67,56.88,2793
1708393067,20.29,51.5,2795
1708394868,20.13,49.57,2795
1708396670,20.05,49.06,2794
1708398471,19.97,48.7,2785
1708400272,19.97,48.3,2793
1708402073,19.98,48.05,2800
1708403874,19.97,46.93,2814
1708405675,19.9,46.15,2829
1708407476,19.85,45.59,2822
1708409278,19.68,45.83,2820
1708411079,19.3,47.26,2809
1708412880,19.4,47.25,2787
1708414681,19.5,47.29,2771
1708416482,19.8,48.02,2770
1708418283,20.45,49.26,2769
1708420084,20.55,49.99,2781
1708421886,20.41,50.78,2796
1708423687,20.33,51.66,2802
1708425488,19.96,51.51,2803
1708427289,19.99,51.84,2809
1708429090,20.15,52.06,2813
1708430891,20.1,52.66,2818
1708432692,20.03,52.79,2822
1708434493,19.83,52.57,2825
1708436290,19.86,52.25,2817
1708438096,19.78,52.12,2808
1708439897,19.77,51.93,2799
1708441698,19.92,51.65,2793
1708443499,19.91,51.54,2792
1708445300,19.97,52.02,2794
1708447101,19.95,52.58,2797
1708448902,19.9,52.83,2798
1708450703,19.86,52.98,2799
1708452505,19.92,53.25,2800
1708454306,19.27,46.25,2797
1708456107,18.45,43.21,2785
1708457908,19.98,46.93,2780
1708459709,20.2,48.54,2798
1708461505,19.96,48.97,2822
1708463311,19.72,49.24,2857
1708465112,19.61,49.36,2887
1708466914,19.6,49.44,2899
1708468715,19.62,49.45,2898
1708470516,19.61,49.49,2898
1708472317,19.7,49.64,2898
1708474118,19.95,49.93,2898
1708475919,19.75,49.79,2899
1708477720,19.73,49.22,2899
1708479521,20.35,50.81,2899
1708481323,20.36,51.88,2899
1708483124,20.44,52.9,2900
1708484925,20.31,54.57,2901
1708486726,20.21,55.87,2902
1708488527,20.11,56.74,2902
1708490328,20.09,58.28,2901
1708492129,20.07,59.09,2901
1708493930,20.06,60,2901
1708495732,20.05,61.35,2900
1708497533,19.98,61.61,2900
1708499334,20.16,61.56,2900
1708501135,20.3,61.35,2900
1708502936,20.36,60.95,2900
1708504737,20.12,60.39,2901
1708506538,20,60.06,2901
1708508340,19.98,59.72,2901
1708510141,19.91,59.56,2901
1708511942,19.85,59.65,2900
1708513738,19.86,59.71,2900
1708515539,19.9,59.47,2900
1708517340,19.92,59.46,2900
1708519146,19.92,59.5,2899
1708520942,19.94,59.62,2900
1708522748,20.06,59.06,2900
1708524549,20.07,59.28,2900
1708526351,19.96,58.97,2900
1708528147,19.83,58.59,2900
1708529953,19.72,58.22,2900
1708531754,19.63,57.93,2899
1708533555,19.6,57.16,2899
1708535356,19.06,49.94,2897
1708537152,18.78,48.58,2896
1708538959,18.48,46.57,2894
1708540760,18.24,45.87,2892
1708542561,18.59,47.09,2890
1708544362,19.54,48.33,2890
1708546158,20.08,49.73,2892
1708547959,20.28,49.88,2894
1708549765,19.97,46.27,2897
1708551562,20,44.61,2899
1708553368,19.99,45.76,2900
1708555169,19.88,44.9,2900
1708556970,19.81,44.11,2899
1708558771,20.07,46.13,2899
1708560572,20.56,47.47,2899
1708562373,20.89,49.36,2900
1708564170,21.01,51.15,2902
1708565971,20.77,52.26,2904
1708567772,20.58,53.37,2905
1708569578,20.48,54.5,2905
1708571379,20.43,56.01,2904
1708573180,20.36,57.16,2904
1708574981,20.35,58.29,2903
1708576783,20.34,59.52,2903
1708578579,20.36,60.16,2902
1708580385,20.36,60.59,2902
1708582181,20.32,61.18,2903
1708583987,20.3,61.52,2903
1708585788,20.31,61.69,2902
1708587589,20.34,61.93,2902
1708589390,20.35,62.51,2902
1708591191,20.07,59.87,2902
1708592992,19.78,56.68,2902
1708594793,19.7,54.9,2901
1708596595,19.61,54.05,2900
1708598396,19.58,54.21,2899
1708600197,19.52,53.97,2898
1708601998,19.43,53.83,2897
1708603799,19.37,54.05,2897
1708605600,19.5,54.22,2896
1708607402,19.57,54.14,2896
1708609198,19.55,54.1,2896
1708610999,19.49,54.09,2897
1708612800,19.41,54.08,2897
1708614606,19.56,54.16,2897
1708616407,19.93,54.5,2897
1708618208,20.09,55.44,2897
1708620009,19.93,55.3,2898
1708621811,19.71,55.13,2899
1708623612,19.63,54.93,2899
1708625413,19.62,54.75,2899
1708627214,19.58,54.59,2898
1708629015,19.54,54.54,2898
1708630816,19.74,55.39,2898
1708632617,19.96,55.72,2898
1708634419,19.9,56,2898
1708636220,19.82,57.08,2898
1708638021,19.72,57,2898
1708639822,19.75,56.75,2899
1708641623,19.68,56.58,2898
1708643424,19.59,56.54,2898
1708645225,19.57,56.36,2898
1708647026,19.57,56.11,2897
1708648827,19.56,55.9,2897
1708650624,19.45,55.5,2896
1708652430,19.27,51.33,2896
1708654231,19.84,49.26,2896
1708656032,20.67,50.81,2897
1708657833,20.39,50.48,2899
1708659634,19.73,49.82,2900
1708661435,19.45,47.14,2900
1708663237,19.32,45.8,2899
1708665038,19.24,44.89,2897
1708666839,19.14,44.51,2895
1708668640,19.08,44.54,2894
1708670441,18.81,44.56,2893
1708672242,18.8,43.35,2892
1708674043,18.75,42.4,2891
1708675844,18.71,41.66,2890
1708677646,18.62,40.93,2889
1708679447,18.59,40.49,2888
1708681248,18.55,39.75,2887
1708683044,18.52,38.94,2887
1708684850,18.49,38.42,2886
1708686651,18.47,37.73,2885
1708688452,18.62,38.13,2885
1708690253,18.85,40.26,2885
1708692055,19.8,40.38,2886
1708693851,20.38,41.58,2889
1708695652,20.69,42.7,2893
1708697458,20.91,43.45,2897
1708699259,21.03,44.22,2900
1708701060,21.1,44.79,2903
1708702862,21.1,45.45,2905
1708704663,20.68,41.77,2905
1708706464,19.95,37.9,2904
1708708265,20.24,39.18,2903
